"","Country","Latitude","Longitude","Cases_Resilience","Deaths_Resilience"
"79","Ireland",53.4197750091553,-8.20881342887878,0.0650463182601403,0.0418979752058064
"80","Iran",32.4353275299072,53.6642112731934,0.03061089974059,0.0201035778017942
"81","Iraq",33.2177734375,43.6600112915039,0.00866931329447424,0.00541636679449019
"82","Iceland",64.9663829803467,-19.0158934593201,0.128440934333361,NA
"83","Israel",31.4545402526855,35.0793933868408,0.07562033916902,0.0429346982003114
"84","Italy",41.8849868774414,12.5567872524261,0.0373494678767529,0.0410381405842943
"85","Jamaica",18.1185789108276,-77.275146484375,0.0454107496544146,NA
"86","Jordan",31.2813472747803,37.1217784881592,NA,NA
"87","Japan",34.8877925872803,134.756393432617,0.0640904312869779,0.0464657158561723
"88","Kazakhstan",47.9991207122803,66.9660129547119,0.0571692201955211,0.0406603721821196
"89","Kenya",0.399951219558716,37.8919925689697,0.0419936376161302,0.0349547474924333
"90","Kyrgyzstan",41.223949432373,74.7376480102539,NA,NA
"91","Cambodia",12.5581541061401,104.962596893311,NA,NA
"92","Saint Kitts",17.3135004043579,-62.7355709075928,NA,NA
"93","South Korea",35.9124736785889,128.470901489258,0.0620870415080637,0.0356855140169129
"94","Kuwait",29.3152351379395,47.4869632720947,NA,0.0107526128789588
"95","Laos",18.2082276344299,103.884029388428,NA,NA
"96","Lebanon",33.877197265625,35.8467769622803,0.0381621244271366,0.0455187229364065
"97","Liberia",6.44450712203979,-9.45371031761169,NA,NA
"98","Libya",26.339282989502,17.2303709983826,NA,NA
"99","Saint Lucia",13.9054684638977,-60.9799556732178,NA,NA
"100","Liechtenstein",47.1640625,9.54501962661743,0.11259911030354,NA
"101","Sri Lanka",7.88103032112122,80.7923851013184,NA,NA
"102","Lesotho",-29.6120109558105,28.2212409973145,NA,NA
"103","Lithuania",55.1520748138428,23.8377447128296,0.0254972792130448,0.031837947704679
"104","Luxembourg",49.806324005127,6.109375,0.0573887610938389,0.0640687528539975
"105","Latvia",56.8654766082764,24.6084966659546,0.0344029666256463,NA
"106","Morocco",28.6752920150757,-9.03430193662643,0.0280292856393158,0.0401551688629616
"107","Monaco",43.7513179779053,7.40820336341858,NA,NA
"108","Moldova",46.9640865325928,28.3750009536743,0.0174066605848048,NA
"109","Madagascar",-18.8250484466553,46.8699207305908,0.0294974610913064,0.0280085513693765
"110","Maldives",3.73852550983429,73.4551734924316,0.0278031651589221,NA
"111","Mexico",23.63037109375,-102.548828125,0.00646781127251854,0.0042439702738701
"112","Marshall Islands",8.48422861099243,169.30078125,NA,NA
"113","Macedonia",41.6040287017822,21.7271480560303,0.0330191708322319,NA
"114","Mali",17.5694332122803,-4.02297329902649,0.0372069414145325,0.0503333250229024
"115","Malta",35.947998046875,14.3732914924622,0.0315764431191124,NA
"116","Myanmar",19.1962156295776,96.6634292602539,0.00683473960080029,0.0139310320195691
"117","Montenegro",42.7057113647461,19.3919925689697,NA,NA
"118","Mongolia",46.8563957214355,103.820507049561,NA,NA
"119","Mozambique",-18.6629886627197,35.5331544876099,0.0106627510082183,0.0246484690528022
"120","Mauritania",21.0156493186951,-10.9432861804962,0.0260742944977575,0.0693217802393961
"121","Mauritius",-20.2515630722046,57.5548343658447,0.164073341716938,0.069649686597998
"122","Malawi",-13.2630376815796,34.2815914154053,0.0351378036499508,0.0385544242206432
"123","Malaysia",4.10681155323982,109.456298828125,0.0280645315138742,0.0401679670408751
"124","Namibia",-22.9532232284546,18.490234375,0.0251374907752398,0.0445091613921196
"125","Niger",13.8976321220398,8.06352523714304,0.0219897970985053,0.0482256009234428
"126","Nigeria",9.07512235641479,8.65659201145172,0.017363287804482,0.0234092401924739
"127","Nicaragua",12.8717041015625,-85.4138412475586,0.0120857620853677,0.0166894179962444
"128","Netherlands",52.1327133178711,5.27368152141571,0.0315791227458676,0.0549075029664827
"129","Norway",69.2493877410889,12.265209197998,0.0309890623293052,0.0344532147571433
"130","Nepal",28.3739013671875,84.1065902709961,0.0459469342003682,NA
"131","New Zealand",-30.5583982467651,0.844284057617188,0.109315173794966,0.0724807355680567
"132","Oman",21.5023679733276,55.9075679779053,0.0601652970353372,NA
"133","Pakistan",30.3950204849243,68.9459953308105,0.0341357241388138,0.0380032055011559
"134","Panama",8.40896010398865,-80.1116676330566,NA,0.0118100169778182
"135","Peru",-9.19367692433298,-75.0109367370605,0.0152474721260535,NA
"136","Philippines",12.9507329463959,121.781444549561,0.0099058799832465,0.00966469515627595
"137","Papua New Guinea",-6.49189460277557,148.409957885742,0.0316277734246613,NA
"138","Poland",51.9294681549072,19.1171870231628,NA,NA
"139","Portugal",39.5714111328125,-7.84611821174622,NA,0.0200077623974757
"140","Paraguay",-23.4200191497803,-58.4463863372803,0.008492058325044,0.0109091079566435
"141","Palestine",31.8713626861572,34.8851070404053,0.00559237815019229,0.0240048422266916
"142","Qatar",25.3589611053467,51.1817378997803,0.018823911038389,0.0217858862097019
"143","Romania",45.9671401977539,24.9738273620605,0.0178954597741415,0.030837371115269
"144","Russia",61.5267314910889,104.93761920929,0.00763014338428008,0.00666217595151102
"145","Rwanda",-1.93583983182907,29.867091178894,0.0657208575933886,0.0196837700883162
"146","Saudi Arabia",24.2481441497803,45.1286125183105,0.0176034282218025,0.00705464546524279
"147","Sudan",15.4340333938599,30.217381477356,0.0278724961905551,0.0373513171872708
"148","Senegal",14.5034675598145,-14.4590334892273,0.027641821011752,0.0248868565693749
"149","Singapore",1.35622549057007,103.823291778564,0.026317535976965,0.0381795701317143
"150","Solomon Islands",-9.22055602073669,161.303367614746,NA,NA
"151","Sierra Leone",8.4515380859375,-11.7879395484924,0.0140919996287744,0.0241241771866627
"152","El Salvador",13.7975587844849,-88.9106178283691,0.0423736565367224,0.0215004398147077
"153","San Marino",43.9419193267822,12.4557619094849,0.0674930950173178,0.075529571198741
"154","Somalia",5.1441895365715,46.1773433685303,0.0326377967086349,0.0498539851333385
"155","Serbia",44.2056636810303,20.907958984375,0.0399149349132572,0.0434150894151192
"156","South Sudan",7.85690915584564,29.707859992981,NA,0.0476750478985354
"157","Sao Tome and Principe",0.873242396861315,6.96025419235229,NA,NA
"158","Suriname",3.91784679889679,-56.0224838256836,0.0339849190625741,0.0272854987372547
"159","Slovakia",48.6805667877197,19.70068359375,0.0746199268288692,0.103624614610697
"160","Slovenia",46.1458263397217,14.9472165107727,0.0695884016054326,0.0663355817637778
"161","Sweden",62.1916255950928,17.6513185501099,0.0223992888863942,0.0330893721238604
"162","Swaziland",-26.5264654159546,31.4501943588257,0.0250068735709164,0.0345322552608615
"163","Seychelles",-4.67216801643372,55.4631843566895,NA,NA
"164","Syria",34.8072757720947,39.0617656707764,0.0219684716726099,0.010234300234783
"165","Chad",15.4602539539337,18.7158203125,0.0926193297241611,0.0746728687813401
"166","Togo",8.60251426696777,0.843872252851725,NA,NA
"167","Thailand",13.0305905342102,101.507469177246,0.0465756231858189,0.0615194695899456
"168","Tajikistan",38.8595695495605,71.2341804504395,0.0126563619824128,0.0790784617559804
"169","Timor-Leste",-8.825927734375,125.666213989258,NA,NA
"170","Trinidad",10.4524412155151,-61.4118633270264,0.126502602333648,NA
"171","Tunisia",33.7848892211914,9.51577115058899,0.0685935133348556,0.0442372364487338
"172","Turkey",38.9623527526855,35.2430667877197,0.0331051453857109,0.0324073318239028
"173","Taiwan",23.6009521484375,120.108154296875,0.0819469637228888,NA
"174","Tanzania",-6.35556653141975,34.8935050964355,NA,NA
"175","Uganda",1.37514632940292,32.2700672149658,0.0197441870679534,NA
"176","Ukraine",48.3705806732178,31.1300792694092,NA,NA
"177","Uruguay",-32.5169429779053,-55.7818622589111,0.0204966605272253,0.0288113580357552
"178","US",45.1857929229736,0.792732238769531,0.00880194814635012,0.0217271093134263
"179","Uzbekistan",41.3637924194336,64.5563011169434,0.0317359704495667,0.0176429562909518
"180","Vatican",41.9018802642822,12.433349609375,NA,NA
"181","Saint Vincent",13.2505125999451,-61.2006607055664,NA,NA
"182","Venezuela",6.43293428421021,-66.5975589752197,0.0159380823634536,0.0157475061732781
"183","Vietnam",15.9642333984375,105.786182403564,NA,NA
"184","Vanuatu",-16.9756345748901,168.211181640625,NA,NA
"185","Kosovo",42.557445526123,20.8912105560303,0.0453211413526292,0.0634194391462974
"186","Yemen",15.6575689315796,48.5300769805908,0.0314169324237986,0.0301611738071336
"187","South Africa",-34.5545902252197,27.1676263809204,0.0323186471302497,0.0138412074460706
"188","Zambia",-13.1175780296326,27.820216178894,0.0349671947767797,NA
"189","Zimbabwe",-19.0225582122803,29.115382194519,0.0343129933904706,0.0748093843662258
"190","Barbuda",17.6313714981079,-61.8079319000244,NA,NA
"191","Nevis",17.1508054733276,-62.5785655975342,NA,NA
"192","Tobago",11.2469968795776,-60.6680660247803,0.126502602333648,NA
"193","Grenadines:Bequia",13.014404296875,-61.2353515625,NA,NA
